employee_id,department,recruitment_channel,no_of_trainings,previous_year_rating,length_of_service,awards_won?,avg_training_score,is_promoted
E26812,Procurement,other,1,3.0,8,0,70,0
E56791,Sales & Marketing,sourcing,2,3.0,2,0,46,0
E62913,Technology,other,1,4.0,8,0,81,0
E44260,R&D,sourcing,2,4.0,6,0,79,0
E33970,Sales & Marketing,sourcing,1,2.0,6,0,49,0
E38133,Sales & Marketing,sourcing,1,3.0,14,0,48,0
E77176,Procurement,sourcing,1,2.0,2,0,71,0
E14090,Sales & Marketing,other,1,3.0,7,0,50,0
E25899,Procurement,other,1,3.0,9,0,70,0
E74115,Operations,sourcing,1,3.0,7,0,64,0
E72845,Sales & Marketing,sourcing,1,5.0,3,0,49,0
E76018,Analytics,other,1,2.0,5,0,85,0
E32606,Technology,sourcing,2,3.0,3,0,78,0
E5772,Procurement,other,1,3.0,15,0,64,0
E55426,Technology,other,1,3.0,7,0,75,0
E21202,Finance,sourcing,1,5.0,3,0,58,0
E49746,Technology,other,1,1.0,11,0,80,0
E19953,Analytics,sourcing,3,3.0,5,0,87,0
E45858,Sales & Marketing,other,1,5.0,4,0,52,0
E18727,Finance,other,2,3.0,3,0,56,0
E66968,Sales & Marketing,sourcing,1,3.0,4,0,51,1
E58355,Operations,other,1,3.0,1,0,61,0
E33189,Procurement,other,2,2.0,2,0,71,0
E2186,Sales & Marketing,other,1,3.0,8,0,47,0
E16761,R&D,referred,1,5.0,4,0,86,0
E76850,Operations,other,1,3.0,6,0,60,0
E47429,Analytics,other,1,3.0,4,0,85,0
E29592,Operations,sourcing,1,3.0,8,0,59,0
E39988,Sales & Marketing,other,1,5.0,5,0,48,0
E13947,Operations,other,1,3.0,9,0,72,1
E26150,Operations,other,2,5.0,12,0,57,0
E44268,Analytics,referred,1,,1,1,94,1
E41644,Operations,other,1,4.0,3,0,58,0
E25768,Technology,other,1,3.0,3,0,80,0
E74164,Sales & Marketing,other,2,3.0,3,0,48,0
E42491,Sales & Marketing,other,1,1.0,7,0,50,0
E41536,Procurement,sourcing,2,4.0,5,0,68,0
E43252,Procurement,other,4,3.0,4,0,68,0
E62908,Finance,sourcing,1,3.0,8,0,63,0
E66767,Technology,other,1,,1,0,80,0
E4588,Operations,other,1,3.0,5,0,60,0
E63407,Sales & Marketing,other,1,2.0,5,0,46,0
E14921,Sales & Marketing,other,2,3.0,9,0,46,0
E22252,Procurement,other,3,3.0,11,0,72,0
E62577,Procurement,sourcing,1,4.0,5,0,71,0
E37931,Sales & Marketing,other,2,4.0,18,0,55,0
E6903,R&D,other,1,3.0,4,0,85,0
E77335,Procurement,sourcing,1,3.0,10,0,65,0
E32346,Operations,sourcing,1,4.0,7,0,56,0
E6893,Sales & Marketing,sourcing,1,2.0,4,0,58,0
E6573,Legal,sourcing,1,1.0,7,0,58,0
E29466,Sales & Marketing,other,3,3.0,2,0,54,0
E21425,Operations,sourcing,1,3.0,3,0,63,0
E38961,Sales & Marketing,other,1,,1,0,51,0
E47724,Sales & Marketing,other,1,3.0,12,0,49,0
E60757,Legal,other,1,,1,0,63,0
E8015,Sales & Marketing,sourcing,1,1.0,8,0,48,0
E36414,Procurement,other,1,4.0,10,0,71,0
E58773,Technology,other,1,3.0,2,0,79,0
E13743,Operations,sourcing,1,5.0,9,0,61,0
E40950,Technology,sourcing,1,4.0,6,0,80,0
E44811,Sales & Marketing,sourcing,1,3.0,3,0,44,0
E71586,Operations,other,1,5.0,9,0,60,0
E72130,Operations,other,1,5.0,11,0,60,0
E47335,Operations,other,1,3.0,7,0,60,0
E16332,Analytics,other,1,5.0,6,0,79,0
E68552,Legal,sourcing,3,3.0,2,0,60,0
E7061,Procurement,other,1,5.0,3,0,68,0
E582,Operations,other,1,2.0,5,0,59,0
E65065,Procurement,sourcing,1,3.0,3,0,74,1
E51568,Sales & Marketing,other,2,5.0,7,0,51,0
E45784,Legal,sourcing,1,3.0,5,0,61,0
E40279,Procurement,sourcing,2,3.0,4,0,69,0
E32359,Operations,sourcing,1,1.0,3,0,55,0
E5072,Operations,other,1,5.0,3,0,61,0
E24002,Sales & Marketing,sourcing,1,3.0,7,0,54,0
E38497,Sales & Marketing,sourcing,1,5.0,4,0,49,0
E34424,Procurement,sourcing,2,4.0,6,0,71,0
E56635,Analytics,other,1,5.0,6,0,85,0
E46117,Procurement,other,1,3.0,29,0,66,0
E55665,Sales & Marketing,other,1,,1,0,49,0
E70365,Sales & Marketing,other,1,4.0,11,0,48,0
E14459,Operations,other,1,4.0,3,0,61,0
E76433,Operations,sourcing,2,3.0,4,0,63,0
E3073,Sales & Marketing,sourcing,1,3.0,19,0,52,0
E47571,Operations,other,1,5.0,7,0,60,0
E38744,Procurement,other,1,5.0,5,0,67,0
E15178,Operations,other,1,3.0,9,0,59,0
E74457,Sales & Marketing,sourcing,2,4.0,2,0,44,0
E66644,Procurement,other,1,1.0,3,0,66,0
E34205,HR,other,1,5.0,3,0,49,0
E53970,Operations,other,1,5.0,3,0,59,0
E6625,Operations,sourcing,2,5.0,11,0,62,0
E35463,Procurement,other,1,3.0,3,0,66,0
E9197,Sales & Marketing,other,1,2.0,3,0,50,0
E12378,Sales & Marketing,other,1,1.0,14,0,51,0
E32097,Procurement,other,1,2.0,6,0,71,0
E2019,Sales & Marketing,sourcing,1,5.0,2,0,54,0
E23003,Technology,other,1,5.0,7,0,82,0
E54172,Sales & Marketing,sourcing,1,4.0,6,0,48,0
E57345,Sales & Marketing,other,1,3.0,5,1,48,0
E70791,Technology,sourcing,3,1.0,5,0,77,0
E1633,Procurement,other,1,5.0,5,0,69,1
E48731,Sales & Marketing,sourcing,1,3.0,6,0,45,0
E40858,Operations,other,1,3.0,17,0,74,1
E14598,Finance,sourcing,2,3.0,3,0,56,0
E35106,Analytics,referred,1,4.0,1,0,83,1
E1006,Sales & Marketing,other,1,3.0,4,0,52,0
E70714,Procurement,sourcing,2,3.0,6,0,70,0
E68093,Procurement,other,1,5.0,6,1,67,0
E58232,Procurement,sourcing,1,,1,0,69,0
E1990,Technology,other,2,2.0,7,0,87,0
E14742,Operations,other,1,4.0,7,0,95,1
E54333,Procurement,other,2,3.0,4,0,70,0
E72897,Analytics,sourcing,1,5.0,3,0,85,0
E7820,Sales & Marketing,other,1,3.0,5,0,49,0
E109,Technology,sourcing,2,3.0,2,0,79,0
E53484,Technology,other,1,3.0,5,0,76,0
E7878,R&D,sourcing,1,3.0,10,0,81,0
E67547,Operations,other,1,3.0,4,0,56,0
E35990,Procurement,other,2,5.0,8,0,71,0
E72725,Sales & Marketing,other,1,1.0,7,0,53,0
E11735,Operations,other,1,4.0,4,0,61,0
E35095,Analytics,other,1,4.0,4,0,85,0
E26301,Operations,other,1,5.0,9,0,59,0
E8513,Sales & Marketing,other,2,3.0,17,0,46,0
E61690,Operations,sourcing,1,5.0,6,0,59,0
E17040,Procurement,sourcing,1,5.0,6,0,70,0
E42020,Operations,other,1,4.0,2,0,64,0
E18761,Analytics,sourcing,1,3.0,5,0,86,0
E57109,Operations,other,1,5.0,19,0,62,0
E72126,Technology,sourcing,1,4.0,7,1,96,1
E24184,Sales & Marketing,other,1,5.0,13,0,48,0
E60116,Technology,referred,1,5.0,6,0,77,0
E8627,Sales & Marketing,other,2,3.0,9,0,53,0
E65283,Sales & Marketing,other,1,3.0,3,0,51,0
E25996,Analytics,other,1,4.0,4,0,85,1
E2006,Technology,sourcing,1,3.0,7,0,78,0
E48091,Procurement,other,3,1.0,9,0,71,0
E5088,Operations,other,1,2.0,10,0,60,0
E24676,Analytics,referred,2,,1,0,87,0
E2762,Technology,sourcing,1,3.0,2,1,77,0
E56970,Sales & Marketing,sourcing,1,,1,0,53,0
E58056,Technology,other,2,3.0,4,0,80,0
E53539,Analytics,sourcing,2,4.0,4,0,81,0
E68372,Sales & Marketing,other,2,3.0,4,0,49,0
E52366,Operations,other,1,4.0,5,0,54,0
E39733,Sales & Marketing,sourcing,2,1.0,12,0,46,0
E3913,Operations,other,1,5.0,7,0,57,1
E73258,Sales & Marketing,sourcing,1,5.0,10,0,52,0
E4557,Operations,other,1,5.0,7,0,59,0
E76106,Sales & Marketing,sourcing,2,3.0,10,0,49,0
E12532,Analytics,sourcing,1,5.0,4,0,82,0
E52645,Finance,other,2,3.0,7,0,61,0
E34958,Finance,other,1,,1,0,58,0
E56820,Operations,other,1,,1,0,58,0
E7693,Operations,other,1,3.0,7,0,58,0
E61046,Sales & Marketing,other,1,3.0,3,0,49,0
E61529,Procurement,other,4,3.0,2,0,65,0
E40660,Operations,other,1,5.0,3,0,60,0
E21677,Technology,other,2,2.0,2,0,79,0
E18378,Technology,other,1,2.0,24,0,78,0
E24720,Analytics,sourcing,1,5.0,7,0,86,0
E8021,Analytics,other,1,4.0,3,0,85,0
E27501,Technology,other,1,3.0,8,0,80,0
E44064,Technology,sourcing,1,2.0,7,0,79,0
E51315,Operations,sourcing,1,5.0,3,0,59,0
E76182,Analytics,sourcing,1,3.0,7,0,83,0
E30352,Procurement,other,1,3.0,4,0,69,0
E45541,Sales & Marketing,sourcing,1,5.0,4,0,48,0
E15381,Analytics,sourcing,1,5.0,6,0,85,0
E34832,Sales & Marketing,sourcing,1,5.0,6,0,48,0
E74411,HR,sourcing,1,3.0,4,0,50,0
E73232,HR,other,1,5.0,5,0,49,0
E402,Operations,other,1,3.0,5,0,57,1
E73263,Sales & Marketing,other,1,5.0,2,0,46,0
E37074,HR,sourcing,1,3.0,6,0,48,0
E64487,Procurement,other,1,2.0,5,0,70,0
E54693,Procurement,other,2,5.0,7,0,71,0
E20444,Procurement,other,1,5.0,2,0,72,0
E35558,HR,sourcing,1,5.0,4,0,54,0
E49065,Operations,sourcing,1,5.0,3,0,58,0
E22264,Sales & Marketing,other,1,,1,0,53,0
E28319,Procurement,other,3,4.0,14,0,68,0
E108,Analytics,other,2,2.0,3,0,88,0
E25379,Sales & Marketing,other,1,3.0,3,0,52,0
E1611,HR,other,1,5.0,4,0,60,1
E8151,Sales & Marketing,other,3,,1,0,50,1
E55771,Sales & Marketing,sourcing,1,4.0,4,0,51,0
E64233,Sales & Marketing,sourcing,1,3.0,16,0,48,0
E67724,Procurement,other,1,4.0,9,0,69,0
E37304,Sales & Marketing,sourcing,1,4.0,5,0,43,0
E69095,Technology,referred,1,4.0,2,0,84,0
E5015,Sales & Marketing,other,1,5.0,10,0,47,0
E10258,Sales & Marketing,other,2,5.0,14,0,52,0
E46394,Sales & Marketing,sourcing,1,1.0,5,0,51,0
E69642,Sales & Marketing,sourcing,1,3.0,7,0,48,0
E2304,Operations,other,1,4.0,3,0,56,0
E25629,Sales & Marketing,sourcing,1,3.0,8,0,51,0
E48771,R&D,sourcing,1,3.0,6,0,88,0
E40177,Technology,other,1,4.0,6,0,77,0
E19210,Operations,sourcing,1,2.0,8,0,63,0
E38499,Operations,other,1,4.0,15,0,60,0
E9619,Technology,sourcing,1,5.0,4,0,80,0
E70508,HR,sourcing,1,3.0,7,0,50,0
E59927,Operations,other,1,4.0,3,0,59,0
E26786,HR,other,1,5.0,5,0,50,0
E44817,Sales & Marketing,sourcing,2,1.0,8,0,52,0
E53668,Procurement,other,1,5.0,6,0,67,1
E15990,Technology,referred,1,1.0,2,0,79,0
E21051,Technology,sourcing,2,5.0,6,0,80,1
E9306,Sales & Marketing,other,1,5.0,6,0,51,0
E62554,Sales & Marketing,other,1,3.0,9,0,50,0
E3919,Operations,sourcing,1,4.0,3,0,60,0
E61336,Procurement,other,1,4.0,5,0,72,0
E29810,Finance,other,1,3.0,5,0,62,0
E77196,Sales & Marketing,sourcing,1,3.0,14,0,46,0
E45681,Sales & Marketing,other,2,3.0,4,0,53,0
E35516,Technology,sourcing,1,3.0,4,0,80,0
E26972,Analytics,sourcing,1,3.0,2,0,80,0
E9271,Technology,other,1,4.0,3,0,80,0
E3111,Sales & Marketing,sourcing,1,1.0,6,0,48,0
E33398,HR,sourcing,1,3.0,6,0,51,0
E74580,Sales & Marketing,sourcing,1,3.0,7,0,45,0
E76319,Procurement,other,2,3.0,3,0,70,0
E32901,Analytics,other,1,4.0,3,0,81,0
E47456,Sales & Marketing,other,1,,1,0,51,0
E46956,Technology,sourcing,1,3.0,7,0,82,0
E37635,Sales & Marketing,other,1,1.0,4,0,49,0
E21611,Technology,other,1,,1,0,78,0
E41004,Analytics,sourcing,2,3.0,2,0,84,1
E5927,Operations,other,1,4.0,5,0,60,0
E3829,Operations,other,1,3.0,5,0,58,0
E34642,Sales & Marketing,sourcing,1,,1,0,44,0
E66512,Operations,other,1,3.0,7,0,55,0
E41093,Operations,referred,1,4.0,4,0,61,0
E21476,Sales & Marketing,sourcing,1,3.0,4,1,62,1
E62619,Procurement,other,1,3.0,7,0,69,1
E65229,Sales & Marketing,other,1,3.0,2,0,50,0
E62021,Operations,referred,2,5.0,7,0,62,0
E48442,Analytics,other,1,1.0,6,0,83,0
E46019,Procurement,other,1,,1,0,70,0
E43394,Sales & Marketing,sourcing,1,1.0,5,0,55,0
E59977,Sales & Marketing,sourcing,1,5.0,4,0,51,0
E68945,Procurement,sourcing,2,,1,0,67,0
E70998,Operations,sourcing,1,3.0,13,0,61,0
E41012,Technology,other,1,3.0,2,0,80,0
E54615,Sales & Marketing,other,1,4.0,5,0,55,0
E19379,Technology,other,1,5.0,1,0,73,0
E50865,Sales & Marketing,sourcing,1,3.0,8,0,51,0
E73304,Analytics,sourcing,1,3.0,8,0,85,0
E70258,HR,sourcing,2,5.0,3,0,51,0
E34665,Sales & Marketing,sourcing,1,3.0,10,0,47,0
E67617,Technology,other,2,3.0,10,0,82,0
E59205,Operations,sourcing,1,,1,0,56,0
E26170,Operations,sourcing,2,3.0,7,0,57,0
E25225,Analytics,other,1,,1,0,87,0
E59616,Procurement,other,1,3.0,6,0,72,0
E25349,Technology,other,1,3.0,6,0,81,0
E26425,Finance,other,2,1.0,5,0,58,0
E44328,Sales & Marketing,sourcing,1,,1,0,50,0
E1420,Analytics,other,1,5.0,3,0,85,0
E64161,Sales & Marketing,sourcing,1,3.0,7,0,55,0
E52733,HR,other,1,5.0,4,0,46,0
E68074,Sales & Marketing,sourcing,1,3.0,7,0,45,0
E69073,Operations,sourcing,1,5.0,7,0,58,0
E37071,Sales & Marketing,other,1,5.0,5,0,46,0
E29614,Sales & Marketing,sourcing,2,3.0,3,0,51,0
E72432,Technology,other,1,4.0,7,0,76,0
E78027,Procurement,other,1,3.0,6,0,65,0
E72373,Operations,other,1,2.0,7,0,64,0
E68876,Sales & Marketing,sourcing,1,3.0,5,0,49,0
E16270,Sales & Marketing,sourcing,2,3.0,3,0,53,0
E73448,Operations,sourcing,1,2.0,2,0,57,0
E40744,Procurement,sourcing,1,4.0,12,0,73,0
E72212,Technology,referred,1,4.0,6,0,79,0
E828,Analytics,sourcing,1,5.0,6,0,86,0
E2592,Sales & Marketing,sourcing,1,4.0,5,0,47,0
E71999,Sales & Marketing,other,1,3.0,6,0,51,0
E22169,HR,other,1,3.0,2,1,49,0
E32529,Sales & Marketing,other,1,4.0,9,0,50,0
E53848,Operations,sourcing,1,5.0,8,0,59,0
E43784,HR,referred,1,5.0,12,0,49,0
E65116,Operations,sourcing,1,3.0,12,0,60,0
E35210,Operations,other,1,5.0,2,0,57,0
E46121,Operations,other,1,3.0,7,0,53,0
E19731,Procurement,other,2,,1,0,74,0
E63571,Sales & Marketing,other,1,1.0,3,0,48,0
E35724,Analytics,sourcing,1,5.0,2,0,87,0
E44173,Operations,other,2,5.0,5,0,60,0
E50478,Analytics,sourcing,1,3.0,4,0,89,0
E43948,Operations,sourcing,1,5.0,7,0,58,0
E58280,HR,sourcing,1,5.0,7,0,49,1
E10674,Operations,other,2,,1,0,61,0
E14760,Sales & Marketing,other,1,4.0,6,0,47,0
E23651,Sales & Marketing,sourcing,1,4.0,6,0,50,0
E16096,R&D,other,3,,1,0,84,0
E7404,Operations,sourcing,2,5.0,2,0,63,1
E29557,Operations,sourcing,1,3.0,3,0,59,0
E12631,Procurement,other,1,4.0,8,0,69,0
E13669,Procurement,other,2,3.0,3,0,69,0
E26766,R&D,other,2,4.0,12,0,81,0
E3540,Technology,sourcing,1,3.0,2,0,79,0
E6437,Sales & Marketing,other,1,2.0,3,0,51,0
E10082,Technology,sourcing,1,2.0,10,0,84,0
E24000,Procurement,sourcing,1,5.0,3,0,67,0
E24058,Operations,sourcing,2,3.0,16,0,60,0
E26534,Technology,sourcing,1,4.0,5,0,82,0
E2404,Procurement,sourcing,1,4.0,2,0,63,0
E27287,R&D,other,1,4.0,6,0,81,0
E15293,Sales & Marketing,other,1,3.0,4,0,51,0
E10868,Sales & Marketing,other,1,4.0,13,0,49,0
E48716,Analytics,sourcing,1,3.0,9,0,82,0
E37099,Sales & Marketing,sourcing,1,1.0,4,0,49,0
E52653,Operations,other,1,5.0,4,0,57,0
E58899,Analytics,other,2,5.0,8,0,82,0
E18648,Sales & Marketing,referred,1,5.0,3,0,49,0
E30564,Analytics,sourcing,1,3.0,7,0,84,0
E34092,Technology,sourcing,1,5.0,5,0,80,0
E35766,Technology,sourcing,2,3.0,6,0,78,0
E40112,Operations,other,1,,1,0,58,0
E25494,Technology,other,1,4.0,2,0,80,1
E41083,Technology,referred,1,3.0,3,0,84,0
E70494,HR,other,1,4.0,7,0,50,0
E28369,Operations,other,2,5.0,9,0,59,0
E17830,Technology,sourcing,2,4.0,3,0,79,0
E24174,Operations,sourcing,1,4.0,2,0,59,0
E24866,HR,other,1,4.0,2,0,46,0
E25818,Sales & Marketing,sourcing,1,4.0,3,0,50,0
E40300,Procurement,other,1,4.0,12,0,70,0
E62315,Operations,sourcing,1,3.0,7,0,58,0
E32684,Sales & Marketing,other,1,,1,0,50,0
E45971,Analytics,referred,2,5.0,2,0,86,0
E8692,Analytics,sourcing,2,1.0,5,0,82,0
E34755,Technology,other,1,3.0,5,0,80,0
E38361,HR,other,1,2.0,3,0,49,0
E75090,Operations,sourcing,1,3.0,21,0,58,0
E47665,Procurement,sourcing,1,4.0,6,0,69,1
E34596,Sales & Marketing,sourcing,1,3.0,3,0,48,1
E67542,Technology,sourcing,1,3.0,2,0,76,0
E44668,Procurement,sourcing,1,5.0,5,0,69,0
E11815,HR,other,1,3.0,2,0,50,0
E9827,Operations,sourcing,2,3.0,3,0,56,0
E77285,Sales & Marketing,other,1,,1,0,54,0
E54680,R&D,other,1,5.0,4,0,85,0
E24221,R&D,sourcing,1,3.0,6,0,87,0
E46323,Analytics,other,1,,1,0,80,0
E33201,Sales & Marketing,other,1,3.0,7,0,47,0
E58455,Sales & Marketing,sourcing,1,3.0,3,0,51,0
E58590,Operations,other,1,3.0,4,0,60,0
E33293,Analytics,sourcing,1,3.0,6,0,86,0
E30530,Finance,sourcing,1,3.0,5,0,56,0
E14334,Analytics,other,1,4.0,7,0,85,0
E68473,Sales & Marketing,sourcing,4,1.0,4,0,52,0
E41687,HR,other,1,4.0,3,0,47,0
E43693,Sales & Marketing,other,1,5.0,3,0,49,0
E21040,Sales & Marketing,sourcing,1,4.0,3,0,51,0
E42181,Sales & Marketing,other,1,3.0,10,0,51,0
E14002,Procurement,other,1,3.0,6,0,74,0
E2482,Procurement,other,1,5.0,2,0,67,0
E76175,Sales & Marketing,other,1,4.0,4,0,50,0
E24975,Procurement,other,1,3.0,3,0,71,0
E59690,Procurement,other,1,2.0,2,0,65,0
E10481,HR,other,1,5.0,3,0,59,1
E13952,Sales & Marketing,sourcing,1,5.0,2,0,52,0
E36508,Sales & Marketing,other,2,3.0,5,0,47,0
E19025,Sales & Marketing,sourcing,2,,1,0,49,0
E72476,Operations,sourcing,1,3.0,8,0,57,0
E41879,Sales & Marketing,sourcing,2,,1,0,48,0
E57736,Operations,sourcing,1,,1,0,54,0
E20589,Analytics,other,1,1.0,5,0,83,0
E34109,Procurement,other,1,1.0,9,0,70,0
E38248,Procurement,other,1,,1,0,68,0
E8295,Operations,sourcing,1,4.0,16,0,60,0
E54141,Operations,other,1,4.0,3,0,59,0
E44949,Sales & Marketing,other,1,5.0,18,0,46,0
E30198,Sales & Marketing,sourcing,1,5.0,5,0,50,0
E54506,Finance,other,1,4.0,2,0,61,0
E25654,Sales & Marketing,other,1,3.0,9,0,47,0
E19296,Procurement,sourcing,3,3.0,2,0,69,0
E59347,Sales & Marketing,other,1,3.0,4,0,48,0
E31156,Procurement,other,1,5.0,3,0,68,0
E19483,Legal,other,1,2.0,4,0,52,0
E15481,Technology,sourcing,1,3.0,3,0,88,0
E30496,Analytics,other,1,4.0,7,0,91,1
E7298,Operations,other,1,4.0,14,0,60,0
E5159,Sales & Marketing,other,1,2.0,6,0,50,0
E4275,Sales & Marketing,sourcing,2,1.0,8,0,50,0
E68673,Operations,other,1,4.0,2,0,57,0
E19696,Sales & Marketing,sourcing,1,5.0,10,0,52,0
E39334,Legal,other,1,4.0,4,1,57,0
E52257,Operations,other,1,1.0,11,0,59,0
E72899,Finance,other,1,5.0,13,0,59,1
E30974,Sales & Marketing,other,2,3.0,7,0,47,0
E49005,Technology,other,1,2.0,2,0,85,0
E32206,Technology,other,1,2.0,2,0,78,0
E69444,Operations,sourcing,1,3.0,5,0,62,0
E70029,R&D,sourcing,3,3.0,5,0,86,0
E52522,Sales & Marketing,other,1,1.0,3,0,52,0
E68953,Sales & Marketing,other,1,1.0,5,0,47,0
E40768,Legal,sourcing,1,3.0,10,0,61,0
E32525,Procurement,other,2,3.0,9,0,70,0
E3969,Sales & Marketing,other,1,1.0,3,0,47,0
E5655,Procurement,other,2,4.0,3,0,74,0
E12449,Sales & Marketing,sourcing,1,1.0,5,0,52,0
E37117,R&D,other,1,1.0,4,0,86,0
E57677,Analytics,sourcing,3,3.0,2,0,90,1
E75771,Operations,other,1,1.0,2,0,58,0
E4124,Sales & Marketing,other,1,2.0,15,0,46,0
E56890,R&D,other,1,5.0,3,0,82,0
E50643,Technology,other,2,2.0,3,0,82,0
E35769,Technology,other,1,1.0,2,0,83,0
E20511,HR,other,1,2.0,6,0,47,0
E72344,HR,sourcing,1,4.0,19,0,63,1
E15349,Procurement,other,1,3.0,4,0,69,0
E22363,Operations,sourcing,1,4.0,9,0,56,0
E41732,Sales & Marketing,other,1,3.0,6,0,54,0
E44741,Procurement,sourcing,1,4.0,5,0,70,0
E13130,Sales & Marketing,other,1,5.0,2,0,48,0
E44214,Sales & Marketing,sourcing,1,1.0,7,0,49,0
E51038,Procurement,other,1,1.0,3,0,69,0
E72542,HR,sourcing,1,3.0,3,0,49,0
E47934,Procurement,sourcing,1,1.0,6,0,71,0
E44888,Sales & Marketing,sourcing,1,2.0,5,0,48,0
E27822,Operations,other,1,5.0,10,0,59,0
E30202,Operations,sourcing,1,5.0,3,0,58,0
E4544,Finance,sourcing,1,,1,0,58,0
E20093,HR,other,1,4.0,12,0,50,0
E67095,Sales & Marketing,sourcing,1,5.0,8,0,46,0
E28445,Procurement,other,1,3.0,4,0,72,0
E49760,Operations,sourcing,1,5.0,3,0,60,0
E9060,Sales & Marketing,other,1,1.0,2,0,45,0
E32801,Analytics,sourcing,1,3.0,5,0,85,0
E54326,Procurement,other,1,4.0,7,0,67,0
E3086,Procurement,sourcing,1,4.0,14,0,72,0
E54210,Operations,sourcing,2,4.0,1,0,59,0
E75707,Sales & Marketing,other,1,5.0,6,0,45,0
E54540,HR,sourcing,1,5.0,4,0,53,0
E37339,Operations,other,1,,1,0,62,0
E20782,Operations,other,1,5.0,2,0,57,0
E14812,Technology,other,3,3.0,7,0,83,0
E59570,Procurement,other,1,,1,0,67,0
E32990,Procurement,other,2,4.0,3,0,64,0
E57556,Operations,sourcing,1,2.0,11,0,56,0
E7636,Operations,other,1,3.0,9,0,55,1
E19254,Operations,other,2,4.0,17,0,58,0
E78070,Operations,sourcing,1,5.0,5,0,59,0
E18072,Operations,other,1,2.0,3,1,59,0
E28115,Procurement,other,1,1.0,6,0,67,0
E33364,Sales & Marketing,other,1,4.0,14,0,48,0
E42052,Procurement,sourcing,5,3.0,5,0,69,0
E28829,Operations,other,1,,1,0,58,0
E34992,Sales & Marketing,referred,1,5.0,5,0,50,0
E47263,Technology,other,1,4.0,5,0,79,0
E5469,Finance,sourcing,1,4.0,5,0,64,0
E638,Procurement,other,1,3.0,8,0,68,0
E35705,Sales & Marketing,other,1,3.0,2,0,52,0
E34777,HR,other,1,4.0,16,0,49,0
E4474,Sales & Marketing,other,3,1.0,5,1,45,0
E72231,Technology,other,1,3.0,6,0,77,0
E54030,Technology,other,1,2.0,9,0,77,0
E43005,Finance,other,1,3.0,4,0,59,0
E6016,Sales & Marketing,other,1,4.0,3,0,49,0
E17260,Sales & Marketing,other,1,5.0,5,0,48,0
E43460,Finance,sourcing,1,3.0,2,0,63,0
E55524,Sales & Marketing,sourcing,1,3.0,4,0,53,0
E46460,Procurement,other,1,3.0,1,0,68,0
E14826,Technology,other,2,4.0,7,0,79,0
E44284,Technology,other,1,4.0,8,0,85,1
E58879,Technology,sourcing,1,5.0,5,0,82,0
E48214,Procurement,other,1,4.0,9,0,74,0
E6329,Sales & Marketing,sourcing,1,1.0,9,0,50,0
E3404,Sales & Marketing,other,4,,1,0,49,0
E71824,Sales & Marketing,other,1,1.0,6,0,45,0
E4388,Technology,other,1,3.0,2,0,79,0
E32492,Operations,other,1,3.0,3,0,62,0
E41414,Sales & Marketing,sourcing,1,5.0,16,0,47,0
E56680,Technology,other,1,4.0,2,0,79,0
E65316,Operations,sourcing,1,3.0,3,0,61,0
E48167,Sales & Marketing,other,1,5.0,9,0,56,0
E31672,Operations,other,1,5.0,3,0,58,0
E37614,Operations,other,1,5.0,3,0,59,0
E13668,Operations,other,1,3.0,4,0,55,0
E29541,Procurement,other,1,5.0,10,0,65,0
E42125,HR,other,1,3.0,6,0,50,0
E1396,Technology,other,1,3.0,7,0,81,0
E51400,Finance,other,1,2.0,7,0,60,0
E926,Technology,sourcing,1,3.0,7,0,80,0
E49111,Operations,other,1,5.0,2,0,59,0
E59641,Legal,other,1,4.0,2,0,57,0
E22685,Sales & Marketing,sourcing,1,3.0,16,0,49,0
E74987,Sales & Marketing,other,2,,1,0,51,0
E54871,Sales & Marketing,other,1,5.0,2,0,48,0
E63288,Procurement,other,5,3.0,4,0,67,0
E32309,Operations,other,1,4.0,5,0,61,1
E25869,Procurement,sourcing,1,3.0,6,0,69,0
E43296,Sales & Marketing,sourcing,1,3.0,1,0,51,0
E65266,Sales & Marketing,other,3,2.0,3,0,52,0
E53248,Operations,sourcing,2,4.0,5,0,59,0
E18194,Analytics,sourcing,2,1.0,4,0,85,0
E56175,Analytics,other,2,3.0,6,1,84,1
E78204,Technology,sourcing,1,4.0,2,0,81,0
E66001,Sales & Marketing,sourcing,1,5.0,6,0,48,0
E33517,Sales & Marketing,other,1,3.0,7,0,52,0
E38548,Technology,other,1,3.0,14,0,84,0
E41180,Technology,other,1,5.0,7,0,82,0
E32543,Sales & Marketing,referred,1,5.0,3,0,55,0
E63133,Legal,other,1,1.0,5,0,56,0
E60246,Operations,other,1,2.0,8,0,58,0
E5820,Sales & Marketing,other,1,3.0,2,0,48,1
E43218,Operations,sourcing,1,3.0,9,0,61,0
E73045,Operations,sourcing,1,5.0,4,0,57,0
E12757,HR,sourcing,1,1.0,8,0,53,0
E74489,Sales & Marketing,other,1,1.0,4,0,50,0
E21127,R&D,sourcing,2,3.0,3,0,82,0
E11485,Procurement,other,1,4.0,5,0,69,0
E76008,Sales & Marketing,other,1,1.0,7,0,49,0
E76539,Sales & Marketing,other,2,1.0,25,0,51,0
E38616,Analytics,other,1,3.0,7,0,80,0
E48962,Procurement,sourcing,1,4.0,2,0,68,0
E60878,Operations,other,1,,1,0,57,0
E41531,Technology,other,2,3.0,9,0,80,0
E4862,Operations,other,1,3.0,7,0,61,0
